created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Oct 31 15:00:05 +0000 2023;1719368652817150047;"@kumparan Gass dukung GanjarMahfud samapai RI";0;0;0;0;in;1706793768073273344;1719193016660009235;EfatuSos;https://twitter.com/EfatuSos/status/1719368652817150047
Tue Oct 31 14:58:31 +0000 2023;1719368257013154182;"Makin aneh aneh aja, PakDe 😏 #kecewajokowi #politikdinastijokowi  #GanjarPresiden  #GanjarMahfud";0;0;0;0;in;2425602350;1719368257013154182;like_aragorn;https://twitter.com/like_aragorn/status/1719368257013154182
Tue Oct 31 14:56:20 +0000 2023;1719367709409026292;"Tidak ada alasan  bagi pasangan #GanjarMahfud tdk mendukung dan melanjutkan setiap kebijakan yg baik untuk kemajuan bgs dan negara.asal semua dilakukan semata mata demi kepentingan rakyat. https://t.co/EDiSWTOOnz";0;0;2;2;in;1317787738423193601;1719367709409026292;bapakbagus4;https://twitter.com/bapakbagus4/status/1719367709409026292
Tue Oct 31 14:55:51 +0000 2023;1719367587761676759;"@Uki23 ayo PDI P perbanyak pasang bendera disetiap sudut dan jalan sepanjang nusantara....  menangkan #GanjarMahfud";0;0;0;0;in;1650723725380292609;1719272496145592708;abdulaz9955027;https://twitter.com/abdulaz9955027/status/1719367587761676759
Tue Oct 31 14:52:57 +0000 2023;1719366854349828162;"@Miduk17 Melarang dan membongkar baliho GanjarMahfud tapi ketemu relawan anaknya https://t.co/bXoq1EK1O9";0;0;0;0;in;172570632;1719228644437205160;yongkirivarlly;https://twitter.com/yongkirivarlly/status/1719366854349828162
Tue Oct 31 14:48:30 +0000 2023;1719365738212024774;"Biodata pak Mahfud MD  #Gofud #GAMA #PilpresIndonesia #GanjarMahfud #PrabowoToxic https://t.co/mb0yNAR7n2";0;0;0;3;in;1695106702285373440;1719365738212024774;orientasi_id;https://twitter.com/orientasi_id/status/1719365738212024774
Tue Oct 31 14:39:46 +0000 2023;1719363538576363852;"Banyak rakyat terutama rakyat kecil,merindukan seorang tokoh pemimpin, yg berani dan tegas dlm penegakan hukum ,tdk pandang bulu. baik dlm pemberantasan korupsi maupun penegakan hukum yg lainya  ini kesempatan yg terbaik untuk memilih pemimpin yg diharapkan rakyat.#GanjarMahfud https://t.co/I2NgbJpIxy";0;0;1;3;in;1317787738423193601;1719363538576363852;bapakbagus4;https://twitter.com/bapakbagus4/status/1719363538576363852
Tue Oct 31 14:33:38 +0000 2023;1719361996129464574;"@kompascom GanjarMahfud gassspolll";0;0;0;0;in;1707236515271888896;1719248112018190362;sulis32969;https://twitter.com/sulis32969/status/1719361996129464574
Tue Oct 31 14:29:11 +0000 2023;1719360877152104449;"@EllyKoro Jangan Om  Fokus aja kita dukung #GanjarMahfud";0;1;0;2;in;1234727933169659910;1719356695531733381;lysavana1;https://twitter.com/lysavana1/status/1719360877152104449
Tue Oct 31 14:13:34 +0000 2023;1719356944539165171;"Selasa malam dengar ngaji &amp  dirumah bersama keluarga &amp  berdoa agar rakyat Indonesia pilih #GanjarMahfud Pilpres/Pilwapres 2024-2029. Dengar SURAH AL-MULK || ALMA https://t.co/aTZw5Brdla lewat @YouTube https://t.co/4vM8c7cDeN";0;0;0;1;in;2898088374;1719356944539165171;KamarullahH;https://twitter.com/KamarullahH/status/1719356944539165171
